Source,Site,Phase,Context,SiteCode,Specimen,Element,GLI,GLm,DI,Dm,Bd,GL,GD,GB,min.w.sh/midpoint w.shaft,max w.sh/th.shaft,Bp,DC,Td,BT,HTC,Dp,Dd,LA,SH,SB,MHP,MWP,DLS,Ld,SLC,GLP,BG,DPA,SDO,BPC,SD,GLpe,BFp,BFd,LG,LO,MBS
Martin,Kharaneh IV (A–D),,21007,KHIV,131,Phalanx1,,,,,8.90,47.50,,,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,132,Phalanx1,,,,,8.50,35.50,,,,,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,133,Phalanx1,,,,,8.20,34.50,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,134,Phalanx1,,,,,9.20,37.00,,,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,135,Phalanx1,,,,,7.80,35.50,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,136,Phalanx1,,,,,8.90,39.50,,,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,142,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.10,21.80,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,143,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.30,21.70,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,144,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.30,21.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,145,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.70,22.50,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21008,KHIV,161,Phalanx1,,,,,9.30,42.50,,,,,10.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21008,KHIV,162,Phalanx1,,,,,8.30,38.50,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21016,KHIV,194,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.90,21.10,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21017,KHIV,197,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.60,20.50,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21018,KHIV,201,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.50,21.80,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21022,KHIV,209,Phalanx1,,,,,9.10,36.00,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21027,KHIV,212,Phalanx1,,,,,8.80,38.20,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21025,KHIV,215,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.70,22.60,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21027,KHIV,223,Phalanx1,,,,,8.40,40.00,,,,,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21027,KHIV,224,Phalanx1,,,,,8.60,37.00,,,,,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,225,Phalanx1,,,,,8.60,38.00,,,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21027,KHIV,229,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.40,20.90,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21027,KHIV,230,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.00,19.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21027,KHIV,231,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.90,22.30,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21027,KHIV,231,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.70,23.20,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,239,Phalanx1,,,,,8.70,34.50,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,240,Phalanx1,,,,,8.10,37.00,,,,,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,241,Phalanx1,,,,,8.60,39.50,,,,,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,242,Phalanx1,,,,,8.80,38.00,,,,,10.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,243,Phalanx1,,,,,8.50,40.50,,,,,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,252,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.20,20.90,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,253,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.30,21.30,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,254,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.10,20.60,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21028,KHIV,255,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.20,21.20,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21030,KHIV,263,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,17.40,31.00,23.20,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21030,KHIV,264,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,29.20,19.70,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21030,KHIV,265,Humerus,,,,,28.90,,,,,,,,26.00,24.70,14.70,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21007,KHIV,266,Pelvis,,,,,,,,,,,,,,,,,,27.70,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21030,KHIV,267,Tibia,,,,,22.30,,,,,,,,,,,,18.60,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21030,KHIV,268,Metacarpal,,,,,19.90,,,,,,,,,,,,15.70,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21030,KHIV,271,Phalanx1,,,,,9.10,38.00,,,,,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21030,KHIV,274,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.90,23.30,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21030,KHIV,275,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.10,20.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21031,KHIV,283,Metatarsal,,,,,21.90,,,,,,,,,,,,16.20,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21043,KHIV,302,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.40,19.10,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21030,KHIV,304,Pelvis,,,,,,,,,,,,,,,,,,26.70,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21044,KHIV,306,Phalanx1,,,,,9.00,37.00,,,,,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21044,KHIV,317,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.10,18.30,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21044,KHIV,318,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.50,21.60,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21044,KHIV,319,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.10,21.60,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21044,KHIV,320,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.40,23.20,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21044,KHIV,321,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.40,20.70,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21044,KHIV,322,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.10,22.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21046,KHIV,339,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.80,21.50,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21047,KHIV,342,Phalanx1,,,,,8.10,36.00,,,,,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21044,KHIV,351,Pelvis,,,,,,,,,,,,,,,,,,26.60,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,360,Phalanx1,,,,,8.60,42.50,,,,,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,361,Phalanx1,,,,,9.20,40.50,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,362,Phalanx1,,,,,8.40,40.50,,,,,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,363,Phalanx1,,,,,8.70,41.00,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,364,Phalanx1,,,,,9.10,41.00,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,365,Phalanx1,,,,,8.30,35.00,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,366,Phalanx1,,,,,9.00,36.00,,,,,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,367,Phalanx1,,,,,8.60,35.50,,,,,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,374,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.20,20.60,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,375,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.30,20.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,376,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.60,21.50,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,377,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.30,21.70,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,378,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.10,21.10,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,379,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,28.70,23.50,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,380,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.40,20.30,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21049,KHIV,390,Phalanx1,,,,,8.30,43.00,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21048,KHIV,396,Pelvis,,,,,,,,,,,,,,,,,,,,,5.40,8.60,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21053,KHIV,403,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.30,20.60,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21056,KHIV,406,Phalanx1,,,,,8.90,35.50,,,,,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21059,KHIV,415,Phalanx1,,,,,9.00,43.00,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21059,KHIV,418,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.30,21.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21060,KHIV,423,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.60,20.30,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21052,KHIV,427,Pelvis,,,,,,,,,,,,,,,,,,27.80,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21063,KHIV,428,Pelvis,,,,,,,,,,,,,,,,,,,,,5.40,8.00,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21064,KHIV,443,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.00,22.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21064,KHIV,444,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,28.00,220.30,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21065,KHIV,449,Pelvis,,,,,,,,,,,,,,,,,,27.10,,,5.50,9.20,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21065,KHIV,450,Phalanx1,,,,,8.40,37.50,,,,,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21065,KHIV,451,Phalanx1,,,,,8.60,36.00,,,,,10.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21065,KHIV,452,Phalanx1,,,,,8.30,42.00,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21065,KHIV,453,Phalanx1,,,,,8.90,36.00,,,,,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21065,KHIV,454,Phalanx1,,,,,9.20,45.00,,,,,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21066,KHIV,485,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,29.10,23.40,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21066,KHIV,495,Phalanx1,,,,,7.90,38.50,,,,,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21071,KHIV,506,Pelvis,,,,,,,,,,,,,,,,,,27.00,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21071,KHIV,508,Phalanx1,,,,,8.20,38.00,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21071,KHIV,509,Phalanx1,,,,,8.90,37.00,,,,,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21071,KHIV,510,Phalanx1,,,,,8.90,41.00,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21071,KHIV,511,Phalanx1,,,,,9.00,38.00,,,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21071,KHIV,514,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.70,19.70,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21073,KHIV,521,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.30,22.40,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21073,KHIV,529,Phalanx1,,,,,8.50,39.50,,,,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21073,KHIV,530,Phalanx1,,,,,8.30,39.50,,,,,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21077,KHIV,547,Pelvis,,,,,,,,,,,,,,,,,,26.70,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21078,KHIV,550,Pelvis,,,,,,,,,,,,,,,,,,24.70,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21082,KHIV,566,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.20,22.10,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21082,KHIV,567,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.50,19.60,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21086,KHIV,575,Phalanx1,,,,,8.90,39.00,,,,,10.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21088,KHIV,585,Phalanx1,,,,,8.10,38.00,,,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21088,KHIV,586,Phalanx1,,,,,8.70,41.00,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21089,KHIV,593,Pelvis,,,,,,,,,,,,,,,,,,,,,7.00,10.40,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21089,KHIV,594,Phalanx1,,,,,8.80,42.00,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21089,KHIV,595,Phalanx1,,,,,8.30,36.00,,,,,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21089,KHIV,596,Phalanx1,,,,,9.00,38.00,,,,,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21089,KHIV,597,Phalanx1,,,,,8.10,36.00,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21089,KHIV,601,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,28.60,23.40,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21092,KHIV,605,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.80,20.90,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21094,KHIV,609,Phalanx1,,,,,9.40,43.00,,,,,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21108,KHIV,609,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.90,21.90,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21094,KHIV,610,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.90,22.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21101,KHIV,618,Phalanx1,,,,,8.80,34.50,,,,,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),C,21101,KHIV,619,Metatarsal,,,,,23.00,,,,,,,,,,,,16.50,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21102,KHIV,622,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.40,21.20,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21103,KHIV,624,Phalanx1,,,,,8.70,35.00,,,,,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21103,KHIV,625,Phalanx1,,,,,9.20,35.00,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),C,21105,KHIV,628,Humerus,,,,,28.50,,,,,,,,24.10,,14.60,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),C,21105,KHIV,629,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,27.30,21.00,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21106,KHIV,632,Phalanx1,,,,,9.00,42.00,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21106,KHIV,635,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.00,20.30,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21107,KHIV,640,Phalanx1,,,,,9.10,37.00,,,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21107,KHIV,641,Phalanx1,,,,,8.50,38.00,,,,,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21107,KHIV,642,Phalanx1,,,,,8.20,37.00,,,,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21107,KHIV,643,Phalanx1,,,,,8.40,37.00,,,,,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21107,KHIV,647,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.60,20.20,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21108,KHIV,653,Pelvis,,,,,,,,,,,,,,,,,,,,,5.10,8.40,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21108,KHIV,656,Phalanx1,,,,,8.90,41.50,,,,,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21108,KHIV,657,Phalanx1,,,,,8.70,43.00,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21108,KHIV,658,Phalanx1,,,,,8.80,35.50,,,,,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21108,KHIV,670,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.80,22.10,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21108,KHIV,671,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.90,21.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21108,KHIV,672,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.50,19.10,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21109,KHIV,686,Femur,,,,,,,,,,,,19.00,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21109,KHIV,687,Phalanx1,,,,,8.30,40.00,,,,,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21109,KHIV,688,Phalanx1,,,,,8.80,38.50,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21109,KHIV,703,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.00,21.70,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21109,KHIV,704,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.40,19.70,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21109,KHIV,705,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.50,20.70,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21109,KHIV,706,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.00,20.40,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21109,KHIV,707,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.70,20.50,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,721,Pelvis,,,,,,,,,,,,,,,,,,28.20,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,724,Phalanx1,,,,,8.00,37.00,,,,,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,725,Phalanx1,,,,,9.00,37.00,,,,,10.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,726,Phalanx1,,,,,8.60,40.00,,,,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,727,Phalanx1,,,,,8.50,36.50,,,,,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,728,Phalanx1,,,,,8.60,37.00,,,,,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,729,Phalanx1,,,,,8.90,45.00,,,,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,730,Phalanx1,,,,,8.70,36.50,,,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21111,KHIV,731,Phalanx1,,,,,9.10,39.50,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,747,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.70,20.60,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,748,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.20,21.10,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,749,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.20,22.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,750,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.70,20.40,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,751,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.80,21.50,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,752,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.40,21.20,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21110,KHIV,753,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.00,20.30,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21111,KHIV,771,Phalanx1,,,,,9.20,38.00,,,,,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21111,KHIV,772,Phalanx1,,,,,8.70,37.00,,,,,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,779,Pelvis,,,,,,,,,,,,,,,,,,24.70,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,780,Pelvis,,,,,,,,,,,,,,,,,,27.50,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,785,Phalanx1,,,,,8.90,38.50,,,,,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,786,Phalanx1,,,,,8.40,40.00,,,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,787,Phalanx1,,,,,,35.00,,,,,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,798,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.00,21.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,799,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.70,20.50,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,800,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.70,22.70,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,801,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,28.20,23.00,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,802,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.40,21.80,,,,,,,,,,,,,
Martin,Kharaneh IV (A–D),,21112,KHIV,803,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.90,21.50,,,,,,,,,,,,,
